10000 40000
8556 4641 34189
8556 5398 34190
82 1200 338
82 2826 339
82 7160 340
1200 512 4767
1200 543 4768
1200 2251 4769
2826 1045 11375
2826 1959 11376
2826 7987 11377
7160 579 28627
7160 6378 28628
7160 6609 28629
7160 7982 28630
83 2515 341
83 5086 342
83 7889 343
2515 3784 10061
2515 7657 10062
5086 2617 20300
5086 3299 20301
7889 353 31572
7889 882 31573
7889 2327 31574
84 5080 344
84 7816 345
84 9858 346
5080 202 20282
5080 5604 20283
5080 7158 20284
7816 1011 31239
7816 5803 31240
7816 7052 31241
9858 778 39390
9858 5272 39391
9858 6138 39392
85 2021 347
85 2830 348
85 9960 349
2021 1531 8026
2021 2106 8027
2021 7099 8028
2021 7728 8029
2830 5977 11389
2830 6517 11390
2830 6642 11391
9960 764 39830
9960 3861 39831
9960 3898 39832
9960 4716 39833
9960 5894 39834
9960 6615 39835
1969 1035 7803
1969 3035 7804
1969 4028 7805
5170 149 20654
5170 1582 20655
5170 2726 20656
6771 337 27085
6771 352 27086
6771 5712 27087
6771 6380 27088
6771 6654 27089
6771 8261 27090
6970 1392 27867
6970 2835 27868
6970 3646 27869
6970 4427 27870
6970 5471 27871
87 2637 354
87 3070 355
87 5315 356
87 9924 357
2637 3262 10539
2637 7618 10540
3070 3833 12392
3070 4021 12393
3070 4704 12394
3070 4942 12395
3070 5432 12396
3070 6005 12397
3070 7512 12398
3070 7556 12399
3070 8443 12400
5315 1398 21240
5315 1982 21241
5315 4205 21242
5315 6448 21243
9924 4699 39666
9924 6782 39667
9924 7275 39668
88 4296 358
88 6047 359
88 6369 360
88 7965 361
88 8537 362
4296 4564 17236
4296 6918 17237
4296 8415 17238
6047 1629 24234
6047 3390 24235
6047 6994 24236
6369 1898 25532
6369 2058 25533
6369 4899 25534
6369 7256 25535
6369 9674 25536
7965 629 31842
7965 6502 31843
7965 7467 31844
8537 2196 34115
8537 5066 34116
89 1863 363
89 2426 364
89 5669 365
89 5764 366
89 6941 367
1863 1133 7366
1863 8915 7367
2426 91 9715
2426 2043 9716
2426 2160 9717
2426 3654 9718
2426 9467 9719
5669 38 22681
5669 4771 22682
5669 7515 22683
5669 8585 22684
5669 9342 22685
5764 433 23033
5764 1360 23034
5764 2490 23035
5764 4682 23036
5764 6346 23037
5764 9035 23038
5764 9593 23039
6941 1757 27760
6941 2212 27761
6941 3291 27762
6941 4609 27763
6941 5251 27764
6941 6302 27765
6941 8441 27766
6941 8686 27767
90 1062 368
90 3288 369
90 3303 370
90 5148 371
90 7047 372
90 8146 373
90 8310 374
90 9236 375
90 9418 376
1062 2566 4227
1062 9586 4228
3288 61 13241
3288 4290 13242
3288 9750 13243
5148 4428 20565
5148 4530 20566
7047 4142 28162
7047 4310 28163
7047 6310 28164
8146 1289 32572
8146 8802 32573
8146 9520 32574
8310 2088 33216
8310 3437 33217
8310 7059 33218
9236 339 36916
9236 3371 36917
9236 7880 36918
9236 8613 36919
9236 9682 36920
9418 2440 37643
9418 6604 37644
91 1787 377
91 2858 378
91 4187 379
91 5085 380
1787 3393 7067
1787 5372 7068
1787 6321 7069
2858 328 11513
2858 1082 11514
2858 4210 11515
2858 6083 11516
2858 6219 11517
2858 7278 11518
4187 776 16833
4187 5097 16834
4187 6107 16835
4187 9413 16836
5085 397 20295
5085 1551 20296
5085 9065 20297
5085 9198 20298
5085 9718 20299
92 6138 381
92 9562 382
6138 2227 24594
6138 6522 24595
6138 6665 24596
6138 7235 24597
6138 8637 24598
6138 9901 24599
9562 776 38233
9562 5875 38234
9562 5936 38235
9562 7369 38236
93 481 383
93 2789 384
93 3401 385
93 3433 386
93 3543 387
93 4997 388
93 5552 389
93 6097 390
93 6764 391
93 7341 392
481 1914 1878
481 9425 1879
2789 2831 11205
2789 5198 11206
3401 4364 13692
3433 506 13847
3433 4646 13848
3433 9370 13849
3433 9487 13850
3543 5751 14292
4997 528 19973
4997 1123 19974
4997 1576 19975
4997 3436 19976
4997 4206 19977
4997 8355 19978
4997 9203 19979
4997 9469 19980
5552 1252 22192
5552 3380 22193
5552 3425 22194
5552 3888 22195
5552 5890 22196
6097 1931 24416
6097 5257 24417
6097 9429 24418
6764 2150 27059
6764 6790 27060
7341 4466 29365
7341 4526 29366
7341 8335 29367
94 104 393
94 2383 394
94 2849 395
94 5254 396
94 9824 397
104 3623 429
104 3983 430
104 4257 431
104 4345 432
2383 7131 9543
2383 7643 9544
2849 111 11473
2849 1577 11474
2849 3407 11475
2849 7507 11476
5254 1041 20995
5254 1253 20996
5254 4659 20997
5254 5433 20998
5254 6112 20999
5254 9710 21000
9824 2252 39259
9824 2665 39260
95 6057 398
95 6837 399
6057 8494 24269
6837 2197 27332
96 2667 400
96 3006 401
96 3061 402
96 8641 403
2667 1128 10661
2667 5394 10662
2667 8908 10663
3061 5554 12358
3061 9413 12359
8641 633 34535
8641 846 34536
8641 2908 34537
8641 3790 34538
8641 5337 34539
8641 5775 34540
8641 6020 34541
97 3353 404
97 3452 405
97 6498 406
97 8427 407
97 8693 408
3353 5009 13516
3353 6039 13517
3353 9261 13518
3452 4581 13917
6498 1332 26040
6498 4533 26041
6498 5555 26042
6498 5819 26043
8427 245 33659
8427 1035 33660
8427 1532 33661
8427 3961 33662
8427 6799 33663
8427 8053 33664
98 9849 409
9849 2913 39354
9849 2964 39355
9849 5019 39356
9849 6636 39357
99 1649 410
99 2895 411
99 3591 412
99 6168 413
99 7843 414
99 9159 415
99 9914 416
1649 70 6521
1649 871 6522
1649 1990 6523
2895 4000 11684
2895 6660 11685
2895 6981 11686
2895 7164 11687
2895 7206 11688
3591 6687 14471
3591 9159 14472
6168 1302 24710
6168 4519 24711
6168 9258 24712
7843 224 31349
7843 5931 31350
9159 2049 36613
9159 6058 36614
9159 6642 36615
9159 6840 36616
9914 316 39623
9914 918 39624
9914 3394 39625
9914 7204 39626
9914 9299 39627
100 2398 417
100 4442 418
100 5568 419
2398 1630 9599
2398 3054 9600
2398 4975 9601
2398 5009 9602
2398 5839 9603
2398 6703 9604
4442 473 17836
4442 1990 17837
4442 3980 17838
4442 7464 17839
4442 8396 17840
5568 2781 22273
5568 7430 22274
5568 7493 22275
5568 9153 22276
5568 9908 22277
101 2041 420
101 2281 421
101 2905 422
101 6089 423
101 6308 424
101 8501 425
101 8615 426
2041 6339 8096
2041 7214 8097
2041 8372 8098
2041 8547 8099
2281 1630 9090
2281 4748 9091
2905 555 11726
6089 3981 24389
6308 3575 25294
6308 4951 25295
8501 5197 33956
8501 6547 33957
8501 7050 33958
8501 8636 33959
8615 4033 34428
8615 4762 34429
8615 5148 34430
8615 5797 34431
8615 6878 34432
102 6626 427
6626 4154 26506
103 8709 428
8709 4803 34831
8709 7838 34832
3623 7408 14594
3623 8233 14595
3623 8517 14596
3983 4949 16015
3983 7583 16016
3983 7658 16017
4257 423 17095
4257 1609 17096
4257 3633 17097
4257 6768 17098
4345 32 17437
4345 3222 17438
4345 9695 17439
4345 9785 17440
105 6244 433
105 6321 434
105 6827 435
105 7177 436
105 8972 437
6244 1407 25014
6321 2110 25341
6321 6613 25342
6321 7608 25343
7177 2977 28707
7177 7510 28708
7177 9204 28709
8972 2044 35889
597 614 2359
597 1158 2360
597 2910 2361
597 5685 2362
597 8568 2363
3771 4061 15175
3771 5223 15176
3771 6165 15177
3939 6540 15836
3939 6725 15837
5124 18 20460
5124 2492 20461
5124 3635 20462
5124 7046 20463
5124 9492 20464
5124 9864 20465
107 26 442
107 2796 443
107 3645 444
107 8211 445
2796 5066 11234
2796 5192 11235
2796 5497 11236
2796 8790 11237
2796 9140 11238
3645 1741 14679
3645 4137 14680
8211 933 32833
8211 2578 32834
8211 8175 32835
8211 8928 32836
108 378 446
108 8427 447
108 9510 448
378 5937 1438
378 7001 1439
378 7932 1440
9510 868 38008
9510 6770 38009
109 4006 449
109 7973 450
4006 1353 16113
7973 4139 31875
7973 5029 31876
7973 6583 31877
7973 9000 31878
110 191 451
110 4124 452
110 4352 453
110 5220 454
110 5436 455
110 6515 456
110 7375 457
191 170 755
191 695 756
191 831 757
191 854 758
4124 358 16588
4124 1426 16589
4124 2408 16590
4124 6119 16591
4124 7534 16592
4352 743 17471
4352 2012 17472
4352 6473 17473
4352 7061 17474
4352 7461 17475
4352 8265 17476
4352 8314 17477
4352 8913 17478
4352 9678 17479
5220 5738 20872
6515 1308 26105
6515 7291 26106
7375 1162 29485
7375 2259 29486
7375 4219 29487
7375 5764 29488
7375 6826 29489
7375 6833 29490
7375 8779 29491
111 4893 458
111 9907 459
4893 325 19581
4893 8335 19582
9907 111 39589
9907 961 39590
9907 4741 39591
9907 5128 39592
9907 5336 39593
9907 7102 39594
9907 9758 39595
112 3665 460
112 6647 461
112 8522 462
112 9458 463
112 9492 464
3665 431 14759
3665 2139 14760
3665 4950 14761
3665 7788 14762
3665 9733 14763
6647 7458 26590
6647 8071 26591
8522 925 34057
8522 7097 34058
8522 8756 34059
8522 9854 34060
9458 67 37807
9458 1776 37808
9492 6314 37937
9492 6679 37938
113 3722 465
113 5381 466
3722 1266 14985
3722 1954 14986
3722 4421 14987
3722 8056 14988
5381 166 21504
5381 2745 21505
5381 5626 21506
114 2685 467
114 4452 468
114 5035 469
2685 335 10752
2685 6223 10753
2685 7401 10754
2685 7431 10755
2685 8926 10756
4452 47 17876
4452 6476 17877
5035 1 20112
5035 4549 20113
5035 6766 20114
5035 8866 20115
115 5433 470
5433 5726 21721
116 8863 471
8863 2012 35446
8863 6140 35447
8863 9502 35448
117 3895 472
117 3941 473
117 8666 474
3895 2080 15662
3895 3578 15663
3895 4410 15664
3895 7649 15665
3941 4839 15840
3941 5288 15841
3941 5376 15842
3941 6392 15843
3941 7271 15844
8666 1531 34657
8666 2767 34658
8666 9898 34659
8666 9954 34660
118 3593 475
118 3708 476
118 4842 477
118 6006 478
118 7697 479
3593 633 14478
3593 643 14479
3593 5901 14480
3708 3257 14929
3708 5213 14930
3708 7213 14931
4842 5183 19408
4842 6151 19409
4842 7137 19410
7697 1608 30755
7697 6196 30756
7697 8222 30757
119 6723 480
119 7291 481
119 8163 482
6723 810 26905
6723 2115 26906
6723 5450 26907
6723 7932 26908
6723 9598 26909
7291 3933 29178
7291 4828 29179
7291 7894 29180
7291 8928 29181
8163 1339 32637
8163 4525 32638
8163 9252 32639
120 2673 483
120 3482 484
120 6370 485
120 7221 486
120 8691 487
2673 102 10689
2673 1814 10690
2673 2635 10691
2673 2865 10692
2673 3777 10693
2673 7116 10694
2673 9433 10695
3482 1528 14040
3482 3068 14041
3482 3494 14042
3482 5817 14043
6370 4104 25537
6370 9551 25538
7221 5964 28903
8691 469 34758
8691 2763 34759
8691 3936 34760
8691 4716 34761
8691 8148 34762
8691 9255 34763
121 2073 488
121 2512 489
121 3259 490
121 4121 491
121 5827 492
2073 1253 8233
2073 5673 8234
2073 9224 8235
2512 308 10043
2512 471 10044
2512 2074 10045
2512 5800 10046
2512 6126 10047
2512 7711 10048
2512 8368 10049
4121 9562 16579
5827 1427 23305
5827 1435 23306
5827 6100 23307
122 2103 493
122 4841 494
2103 1988 8364
2103 2159 8365
2103 7160 8366
2103 7964 8367
2103 9056 8368
2103 9379 8369
2103 9855 8370
123 111 495
123 3361 496
123 5423 497
123 6258 498
123 8007 499
5423 4082 21683
5423 6144 21684
5423 6159 21685
5423 9800 21686
6258 657 25063
6258 1149 25064
6258 3297 25065
6258 7063 25066
6258 7385 25067
6258 9589 25068
8007 4115 32022
8007 5027 32023
8007 6221 32024
8007 8190 32025
8007 9765 32026
124 9649 500
124 9811 501
9649 5884 38579
9811 8452 39211
9811 8458 39212
125 240 502
125 517 503
125 1960 504
125 3442 505
125 6529 506
125 7121 507
125 8662 508
240 1382 914
240 3292 915
240 5190 916
240 7726 917
240 7986 918
240 8123 919
517 2446 2014
517 3482 2015
517 4327 2016
517 4418 2017
1960 3207 7766
1960 4266 7767
1960 4470 7768
1960 6647 7769
1960 7108 7770
1960 8934 7771
1960 9953 7772
3442 242 13884
3442 6210 13885
3442 8149 13886
3442 9325 13887
6529 584 26148
6529 2321 26149
6529 2799 26150
6529 2843 26151
6529 6396 26152
6529 8183 26153
7121 4611 28447
7121 7916 28448
7121 9122 28449
8662 1597 34638
8662 3687 34639
8662 4604 34640
8662 6005 34641
126 2413 509
126 4856 510
126 8942 511
2413 7284 9669
2413 9739 9670
4856 3620 19450
8942 35 35765
8942 8148 35766
127 950 512
127 5170 513
127 9538 514
950 3998 3781
950 4163 3782
950 5036 3783
950 6266 3784
950 6849 3785
950 7012 3786
950 7133 3787
950 9203 3788
950 9275 3789
950 9729 3790
9538 1004 38140
9538 7761 38141
9538 9740 38142
128 300 515
128 1120 516
128 2276 517
128 3168 518
128 6943 519
300 5465 1144
300 6587 1145
1120 609 4457
1120 1057 4458
1120 8582 4459
1120 9364 4460
1120 9450 4461
1120 9932 4462
2276 2053 9073
2276 5363 9074
3168 3554 12798
3168 5285 12799
3168 5390 12800
3168 7522 12801
3168 8112 12802
3168 8829 12803
6943 7207 27778
6943 9014 27779
6943 9655 27780
129 1215 520
129 1763 521
129 4885 522
1215 1656 4829
1215 2537 4830
1215 5805 4831
1215 5988 4832
1215 6887 4833
1215 8545 4834
1763 1018 6970
1763 1671 6971
1763 5813 6972
1763 7181 6973
1763 8877 6974
4885 5299 19562
130 2236 523
130 3148 524
130 5368 525
130 6696 526
130 7465 527
2236 321 8915
2236 410 8916
2236 1560 8917
2236 5898 8918
2236 6511 8919
2236 6740 8920
3148 2022 12731
3148 2068 12732
3148 6439 12733
3148 6964 12734
5368 1883 21460
5368 5428 21461
5368 6098 21462
6696 280 26793
6696 4235 26794
6696 6446 26795
6696 7525 26796
6696 7621 26797
7465 362 29873
7465 963 29874
7465 3241 29875
7465 3684 29876
7465 3824 29877
7465 4455 29878
7465 9491 29879
7465 9999 29880
131 1449 528
131 3222 529
131 3471 530
131 7811 531
1449 1535 5729
1449 3659 5730
1449 5830 5731
1449 9742 5732
3222 5016 12998
3222 5017 12999
3471 1846 13993
3471 3015 13994
3471 5325 13995
3471 9122 13996
3471 9768 13997
7811 1767 31217
7811 4796 31218
7811 6966 31219
7811 8129 31220
7811 9005 31221
132 1709 532
132 3816 533
132 3842 534
132 7953 535
132 8796 536
3816 1086 15365
3816 2177 15366
3816 3343 15367
3816 4308 15368
3842 1005 15466
3842 3945 15467
3842 4193 15468
7953 8787 31806
8796 672 35184
133 2985 537
133 8564 538
133 9815 539
2985 9496 12066
8564 2073 34232
8564 2971 34233
8564 4720 34234
8564 6894 34235
9815 584 39228
9815 609 39229
9815 6994 39230
134 4028 540
134 4499 541
134 6541 542
134 7887 543
4028 6241 16191
4028 9242 16192
4499 3869 18058
4499 8283 18059
4499 9196 18060
4499 9287 18061
6541 223 26200
6541 5261 26201
6541 6354 26202
6541 9347 26203
7887 1454 31566
7887 3260 31567
7887 6644 31568
135 933 544
135 5096 545
135 5206 546
135 6281 547
933 993 3713
933 6702 3714
933 7598 3715
933 7950 3716
933 9967 3717
5096 606 20343
5096 1618 20344
5096 3086 20345
5096 3101 20346
5206 3570 20820
5206 4662 20821
6281 332 25172
6281 3198 25173
6281 5137 25174
6281 5670 25175
6281 8523 25176
136 1425 548
136 4811 549
136 6364 550
136 6945 551
1425 162 5632
1425 599 5633
1425 7090 5634
1425 7518 5635
4811 2614 19290
4811 5037 19291
4811 9201 19292
6364 998 25504
6364 3216 25505
6364 8926 25506
6945 108 27784
6945 821 27785
6945 4112 27786
6945 7690 27787
137 402 552
137 8553 553
402 257 1545
402 858 1546
402 1184 1547
402 2326 1548
402 4238 1549
402 5004 1550
402 9282 1551
402 9705 1552
8553 1821 34180
8553 4337 34181
8553 6832 34182
8553 8489 34183
138 1154 554
138 2398 555
138 2502 556
138 6932 557
138 8400 558
138 8642 559
138 9562 560
138 9757 561
1154 436 4574
1154 5309 4575
1154 8947 4576
1154 9125 4577
1154 9431 4578
2502 2562 10016
2502 4685 10017
2502 6305 10018
6932 1578 27733
6932 5484 27734
6932 9676 27735
8400 7570 33560
8400 9780 33561
8642 487 34542
8642 2994 34543
8642 5431 34544
8642 6727 34545
9757 31 38980
9757 2402 38981
9757 2530 38982
9757 2568 38983
139 1754 562
139 2262 563
139 2907 564
139 4471 565
1754 447 6930
1754 3035 6931
1754 5492 6932
1754 6250 6933
2262 6417 9022
2262 8120 9023
2907 361 11730
2907 2949 11731
2907 4587 11732
2907 6783 11733
2907 7938 11734
4471 1766 17940
4471 5117 17941
4471 8565 17942
140 1760 566
141 1284 567
141 1651 568
141 2261 569
141 3535 570
141 4441 571
141 6712 572
141 7489 573
141 7735 574
141 9340 575
1284 3439 5091
1284 5670 5092
1651 3427 6531
1651 3563 6532
1651 4240 6533
1651 4811 6534
1651 5598 6535
1651 7905 6536
2261 782 9017
2261 2448 9018
2261 3312 9019
2261 5291 9020
2261 5930 9021
3535 2216 14254
3535 4861 14255
3535 8440 14256
4441 1641 17828
4441 3483 17829
4441 4058 17830
4441 5777 17831
4441 5858 17832
4441 6311 17833
4441 8205 17834
4441 8473 17835
6712 3298 26862
7489 327 29966
7489 548 29967
7489 1020 29968
7489 2329 29969
7489 4801 29970
7489 7925 29971
7735 487 30895
7735 691 30896
7735 714 30897
9340 6276 37364
9340 7608 37365
142 2381 576
142 5653 577
142 5893 578
142 9003 579
2381 5500 9531
2381 8969 9532
2381 9627 9533
2381 9747 9534
5893 1510 23596
5893 1537 23597
5893 6067 23598
5893 9281 23599
9003 739 36007
9003 3420 36008
9003 4802 36009
9003 6210 36010
9003 9498 36011
143 180 580
143 1549 581
143 4258 582
143 4364 583
143 8877 584
180 3540 717
180 4033 718
180 4430 719
180 5032 720
180 5265 721
180 7140 722
180 9010 723
4258 1532 17099
4258 3964 17100
4258 3981 17101
4258 5065 17102
4258 5604 17103
4258 6622 17104
4258 7400 17105
4258 9710 17106
4364 3 17514
4364 178 17515
4364 2361 17516
4364 7246 17517
8877 6322 35507
8877 8181 35508
144 5332 585
144 8420 586
144 8553 587
8420 4377 33625
8420 5020 33626
8420 5647 33627
8420 8344 33628
145 2686 588
145 4370 589
145 8594 590
145 9219 591
2686 1125 10757
2686 1916 10758
2686 6051 10759
2686 6377 10760
2686 8392 10761
2686 8541 10762
2686 9295 10763
2686 9471 10764
4370 521 17534
4370 1271 17535
4370 4183 17536
4370 4190 17537
4370 6317 17538
4370 7523 17539
8594 285 34344
8594 701 34345
8594 735 34346
8594 3384 34347
8594 5993 34348
8594 7465 34349
8594 8480 34350
9219 548 36835
9219 6000 36836
9219 8857 36837
9219 8862 36838
146 5757 592
146 7237 593
5757 1063 23006
5757 5807 23007
5757 5933 23008
5757 6009 23009
5757 6804 23010
5757 7074 23011
7237 1789 28957
7237 3731 28958
7237 4010 28959
7237 4031 28960
147 9574 594
9574 768 38280
9574 1370 38281
9574 6552 38282
148 321 595
148 3458 596
148 6793 597
148 7233 598
148 7969 599
321 3024 1219
6793 1185 27170
6793 8866 27171
6793 9104 27172
7233 1680 28945
7233 2746 28946
7233 7962 28947
7969 4748 31856
7969 6307 31857
7969 7332 31858
7969 9039 31859
7969 9988 31860
149 421 600
149 447 601
149 1238 602
149 2089 603
421 983 1628
421 4733 1629
421 5985 1630
2089 1264 8303
2089 1407 8304
2089 1981 8305
2089 4895 8306
2089 7651 8307
150 1908 604
150 6150 605
150 8238 606
1908 384 7561
8238 1889 32931
8238 3707 32932
8238 5045 32933
8238 6931 32934
8238 7492 32935
8238 7720 32936
8238 7882 32937
8238 8200 32938
8238 9737 32939
151 767 607
151 4163 608
151 6365 609
151 6569 610
767 1861 3042
767 5336 3043
767 6413 3044
767 6920 3045
767 9594 3046
4163 135 16742
4163 2100 16743
4163 3361 16744
4163 5435 16745
6365 3875 25507
6365 4135 25508
6365 4717 25509
6365 5266 25510
6365 6946 25511
152 5985 611
152 6671 612
5985 2011 24001
5985 2518 24002
5985 7137 24003
5985 9949 24004
6671 942 26687
6671 3960 26688
6671 4100 26689
6671 4128 26690
6671 4238 26691
6671 4303 26692
6671 6175 26693
153 2466 613
153 8192 614
2466 1232 9880
2466 4658 9881
8192 559 32758
8192 1336 32759
8192 1684 32760
8192 8266 32761
8192 9837 32762
154 2167 615
154 6101 616
154 9398 617
154 9664 618
2167 2178 8617
2167 6014 8618
2167 6427 8619
2167 7282 8620
6101 2289 24431
6101 3926 24432
6101 7394 24433
6101 9818 24434
9398 84 37571
9398 3687 37572
9398 7663 37573
9398 8581 37574
9398 9339 37575
9664 760 38624
155 812 619
155 4763 620
155 6277 621
155 6648 622
155 6869 623
155 7512 624
155 7912 625
812 890 3218
812 3779 3219
812 5979 3220
812 6075 3221
812 6918 3222
4763 765 19124
4763 4261 19125
4763 6809 19126
4763 7236 19127
6277 7038 25151
6277 7456 25152
6277 8890 25153
6648 413 26592
6648 1176 26593
6648 7253 26594
6648 7341 26595
6869 1167 27462
6869 2620 27463
6869 3442 27464
6869 4455 27465
6869 5240 27466
6869 5449 27467
6869 7299 27468
6869 9883 27469
7912 4055 31679
7912 5936 31680
156 2269 626
156 6091 627
156 8720 628
2269 3414 9045
2269 7069 9046
2269 8253 9047
2269 9976 9048
6091 2335 24393
6091 4185 24394
6091 6271 24395
6091 9255 24396
8720 2851 34878
8720 4960 34879
8720 7224 34880
8720 9555 34881
157 911 629
157 2402 630
157 3751 631
157 3777 632
157 3879 633
911 553 3641
911 1001 3642
911 1941 3643
911 7460 3644
2402 2969 9616
2402 4790 9617
2402 7068 9618
3751 1607 15101
3751 2550 15102
3751 2898 15103
3751 7475 15104
3751 8224 15105
3777 1503 15195
3777 2754 15196
3777 4727 15197
3777 5576 15198
3777 7037 15199
3777 8423 15200
3777 8481 15201
3777 8944 15202
3777 9116 15203
3879 386 15607
3879 2415 15608
3879 3679 15609
3879 5253 15610
3879 5961 15611
3879 8574 15612
3879 9353 15613
158 1272 634
1272 2835 5042
1272 8707 5043
1272 9343 5044
159 78 635
159 655 636
159 1614 637
159 1745 638
159 2101 639
159 2143 640
159 3344 641
159 3544 642
159 6763 643
159 8089 644
655 1784 2591
655 6981 2592
655 7678 2593
655 8691 2594
1614 3149 6404
1614 4823 6405
1614 6233 6406
1614 9343 6407
1745 4863 6899
1745 7834 6900
2101 46 8358
2101 2188 8359
2101 2314 8360
2101 6639 8361
2101 8620 8362
2143 1923 8527
2143 4107 8528
2143 6753 8529
3344 570 13465
3344 2829 13466
3344 3072 13467
3344 4959 13468
3344 5559 13469
3344 6687 13470
3344 7194 13471
3344 8084 13472
3344 8235 13473
3544 230 14293
3544 1196 14294
3544 4179 14295
6763 26 27055
6763 1195 27056
6763 7540 27057
6763 7949 27058
8089 3870 32342
8089 5898 32343
160 6684 645
160 9697 646
6684 892 26747
6684 4353 26748
6684 9367 26749
6684 9625 26750
184 64 734
184 1020 735
184 5189 736
184 6443 737
184 7089 738
184 9811 739
1002 16 4001
